Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
ILKAP	2q37.3	8.98	8.80	0.39	0.42	0.18	3.453e-4	0.0215	(A) Asian
EIF5B	2q11.2	12.45	12.13	0.72	0.66	0.32	3.454e-4	0.0215	(A) Asian
ASB3	2p16.2	8.30	8.13	0.37	0.37	0.17	3.500e-4	0.0216	(A) Asian
SIDT2	11q23.3	9.67	9.95	0.61	0.68	-0.29	3.508e-4	0.0216	(B) White
ZNF707	8q24.3	8.01	7.74	0.59	0.60	0.27	3.531e-4	0.0217	(A) Asian
HNRNPA1	12q13.13	12.97	12.74	0.49	0.51	0.22	3.580e-4	0.0219	(A) Asian
HSP90AB4P	15q21.3	1.77	1.26	1.12	1.13	0.51	3.635e-4	0.0222	(A) Asian
TFAP4	16p13.3	8.70	8.40	0.65	0.68	0.30	3.670e-4	0.0223	(A) Asian
XRRA1	11q13.4	8.75	8.43	0.71	0.66	0.32	3.798e-4	0.0230	(A) Asian
SYCE1L	16q23.1	2.87	2.16	1.61	1.48	0.71	3.823e-4	0.0231	(A) Asian
SPA17	11q24.2	7.38	7.05	0.76	0.71	0.34	3.861e-4	0.0232	(A) Asian
NAAA	4q21.1	8.24	8.53	0.61	0.72	-0.29	3.865e-4	0.0232	(B) White
RPS10P7	1q32.1	6.30	5.94	0.77	0.86	0.36	3.878e-4	0.0232	(A) Asian
FNIP2	4q32.1	9.02	9.30	0.57	0.74	-0.28	3.933e-4	0.0234	(B) White
EFCAB7	1p31.3	6.78	6.55	0.47	0.61	0.23	4.000e-4	0.0236	(A) Asian
LYAR	4p16.3	9.42	9.07	0.79	0.75	0.35	4.001e-4	0.0236	(A) Asian
DCLRE1C	10p13	9.02	8.74	0.64	0.57	0.28	4.020e-4	0.0236	(A) Asian
NXPE4	11q23.2	0.57	1.04	0.90	1.45	-0.48	4.032e-4	0.0236	(B) White
RSL24D1	15q21.3	11.14	10.91	0.48	0.53	0.22	4.041e-4	0.0236	(A) Asian
TRDMT1	10p13	6.99	6.68	0.68	0.74	0.31	4.072e-4	0.0237	(A) Asian
RFC4	3q27.3	9.17	8.87	0.67	0.66	0.30	4.091e-4	0.0237	(A) Asian
FKBP1AP1	19q13.43	4.36	3.90	1.00	1.07	0.46	4.163e-4	0.0241	(A) Asian
TMEM187	Xq28	7.25	7.55	0.68	0.67	-0.30	4.256e-4	0.0245	(B) White
SPATA1	1p22.3	1.80	1.43	0.84	0.75	0.37	4.287e-4	0.0246	(A) Asian
GPR75	2p16.2	4.79	4.43	0.81	0.85	0.37	4.331e-4	0.0248	(A) Asian
YBEY	21q22.3	7.04	6.66	0.86	0.80	0.38	4.367e-4	0.0249	(A) Asian
SMIM30	7q31.1	9.43	9.11	0.68	0.79	0.32	4.505e-4	0.0255	(A) Asian
WDR53	3q29	7.36	7.15	0.48	0.46	0.21	4.524e-4	0.0255	(A) Asian
GLYATL2	11q12.1	0.89	1.40	0.91	1.70	-0.51	4.539e-4	0.0255	(B) White
TMA7	3p21.31	10.54	10.24	0.67	0.70	0.30	4.545e-4	0.0255	(A) Asian
SAFB2	19p13.3	10.60	10.44	0.37	0.35	0.16	4.547e-4	0.0255	(A) Asian
UPF3B	Xq24	9.32	8.96	0.81	0.81	0.36	4.575e-4	0.0256	(A) Asian
RPGR	Xp11.4	8.15	7.90	0.55	0.61	0.25	4.597e-4	0.0256	(A) Asian
SREK1	5q12.3	10.89	10.66	0.50	0.53	0.23	4.756e-4	0.0264	(A) Asian
COX11	17q22	10.21	9.94	0.64	0.45	0.27	4.872e-4	0.0270	(A) Asian
METTL2B	7q32.1	8.55	8.32	0.50	0.51	0.22	4.920e-4	0.0271	(A) Asian
EIF3C	16p11.2	7.57	8.04	1.02	1.24	-0.48	4.942e-4	0.0272	(B) White
GOLGA6L9	15q25.2	7.68	7.24	0.93	1.14	0.43	5.070e-4	0.0278	(A) Asian
HNRNPA1P33	10q11.22	5.89	6.62	1.63	1.71	-0.73	5.099e-4	0.0278	(B) White
C9ORF129	9q22.31	6.50	6.86	0.81	0.89	-0.37	5.120e-4	0.0278	(B) White
NMI	2q23.3	9.94	9.66	0.61	0.69	0.28	5.130e-4	0.0278	(A) Asian
ITGB3BP	1p31.3	8.04	7.78	0.58	0.60	0.26	5.139e-4	0.0278	(A) Asian
SNHG20	17q25.2	6.92	6.66	0.58	0.67	0.27	5.216e-4	0.0281	(A) Asian
ATP6V0D1	16q22.1	10.56	10.78	0.50	0.52	-0.22	5.231e-4	0.0281	(B) White
SUZ12P1	17q11.2	7.41	7.11	0.71	0.63	0.30	5.301e-4	0.0284	(A) Asian
FCF1	14q24.3	9.77	9.62	0.31	0.38	0.14	5.492e-4	0.0293	(A) Asian
ATP6V1D	14q23.3	10.23	10.03	0.48	0.43	0.21	5.596e-4	0.0298	(A) Asian
CCAR1	10q21.3	11.17	10.95	0.49	0.50	0.22	5.608e-4	0.0298	(A) Asian
GPX3	5q33.1	8.86	9.48	1.39	1.43	-0.62	5.632e-4	0.0298	(B) White
FRMD3	9q21.32	4.03	4.72	1.62	1.51	-0.70	5.692e-4	0.0300	(B) White
AQP3	9p13.3	8.42	9.13	1.51	1.87	-0.70	5.762e-4	0.0303	(B) White
RBBP6	16p12.1	10.75	10.57	0.39	0.46	0.18	5.831e-4	0.0305	(A) Asian
ZNF557	19p13.2	7.76	7.48	0.64	0.60	0.28	5.836e-4	0.0305	(A) Asian
BOLA3	2p13.1	8.64	8.34	0.69	0.67	0.30	5.863e-4	0.0305	(A) Asian
SCLT1	4q28.2	7.99	7.79	0.44	0.51	0.20	5.866e-4	0.0305	(A) Asian
NUDT2	9p13.3	8.36	8.09	0.60	0.70	0.27	5.903e-4	0.0306	(A) Asian
RRN3P1	16p12.2	6.43	6.00	0.92	1.13	0.43	5.952e-4	0.0307	(A) Asian
TAOK3	12q24.23	10.71	10.48	0.51	0.55	0.23	6.040e-4	0.0310	(A) Asian
SMIM4	3p21.1	7.54	7.21	0.75	0.77	0.33	6.044e-4	0.0310	(A) Asian
THOC7	3p14.1	9.95	9.74	0.49	0.52	0.22	6.098e-4	0.0312	(A) Asian
CBX3	7p15.2	12.16	11.92	0.54	0.57	0.24	6.162e-4	0.0314	(A) Asian
HIST2H3C	1q21.2	2.69	2.11	1.37	1.26	0.59	6.186e-4	0.0314	(A) Asian
UBE2Q2P2	15q25.2	3.73	3.33	0.91	0.94	0.40	6.230e-4	0.0316	(A) Asian
PLD2	17p13.2	8.99	9.25	0.61	0.59	-0.26	6.256e-4	0.0316	(B) White
PTMA	2q37.1	14.59	14.36	0.53	0.57	0.24	6.304e-4	0.0317	(A) Asian
ZRSR2	Xp22.2	8.48	8.17	0.73	0.71	0.32	6.315e-4	0.0317	(A) Asian
TERC	3q26.2	1.55	1.10	1.02	1.05	0.45	6.352e-4	0.0318	(A) Asian
OAZ3	1q21.3	3.85	3.53	0.74	0.75	0.32	6.368e-4	0.0318	(A) Asian
RSRC2	12q24.31	10.59	10.43	0.37	0.39	0.16	6.387e-4	0.0318	(A) Asian
PNPT1	2p16.1	9.96	9.71	0.57	0.57	0.25	6.432e-4	0.0319	(A) Asian
CCDC14	3q21.1	9.89	9.59	0.65	0.74	0.29	6.443e-4	0.0319	(A) Asian
EIF2S2	20q11.22	11.76	11.48	0.64	0.64	0.28	6.463e-4	0.0319	(A) Asian
FAM86B3P	8p23.1	4.10	3.61	1.14	1.07	0.49	6.481e-4	0.0319	(A) Asian
HNRNPUL2	11q12.3	11.96	11.81	0.33	0.45	0.16	6.537e-4	0.0320	(A) Asian
AGAP6	10q11.23	7.09	6.73	0.79	0.98	0.36	6.560e-4	0.0320	(A) Asian
POLR2J3	7q22.1	9.49	9.13	0.82	0.88	0.36	6.580e-4	0.0320	(A) Asian
MPHOSPH6	16q23.3	8.86	8.59	0.61	0.61	0.27	6.593e-4	0.0320	(A) Asian
DPYSL4	10q26.3	3.11	3.88	1.83	1.64	-0.77	6.692e-4	0.0324	(B) White
FCN1	9q34.3	4.47	5.18	1.61	1.75	-0.71	6.702e-4	0.0324	(B) White
LSM5	7p14.3	9.91	9.62	0.69	0.61	0.29	6.758e-4	0.0324	(A) Asian
HIST1H3F	6p22.2	0.69	0.35	0.84	0.56	0.34	6.762e-4	0.0324	(A) Asian
ACTR2	2p14	13.10	12.93	0.39	0.36	0.17	6.764e-4	0.0324	(A) Asian
ASH1L-AS1	1q22	5.93	5.67	0.60	0.66	0.27	6.829e-4	0.0324	(A) Asian
NDUFB3	2q33.1	9.92	9.67	0.58	0.56	0.25	6.830e-4	0.0324	(A) Asian
RPF1	1p22.3	9.51	9.31	0.47	0.42	0.20	6.832e-4	0.0324	(A) Asian
LSM6	4q31.22	8.44	8.21	0.53	0.57	0.23	7.005e-4	0.0331	(A) Asian
PMS2P3	7q11.23	6.19	5.87	0.70	0.84	0.32	7.015e-4	0.0331	(A) Asian
PSMD1	2q37.1	12.04	11.81	0.54	0.54	0.23	7.038e-4	0.0331	(A) Asian
TTC9C	11q12.3	8.55	8.40	0.34	0.40	0.15	7.064e-4	0.0331	(A) Asian
PHKA1	Xq13.1	7.29	8.06	1.92	1.26	-0.77	7.071e-4	0.0331	(B) White
PABPC4	1p34.3	12.00	11.74	0.61	0.60	0.26	7.222e-4	0.0336	(A) Asian
TMX4	20p12.3	9.97	9.68	0.68	0.68	0.29	7.230e-4	0.0336	(A) Asian
TNFSF4	1q25.1	6.16	6.69	1.25	1.20	-0.53	7.252e-4	0.0336	(B) White
SUMO1	2q33.1	11.15	10.93	0.50	0.46	0.21	7.252e-4	0.0336	(A) Asian
EEF1E1	6p24.3	8.92	8.64	0.64	0.69	0.28	7.414e-4	0.0342	(A) Asian
ERICH1	8p23.3	8.87	8.59	0.68	0.61	0.28	7.479e-4	0.0343	(A) Asian
RBM6	3p21.31	10.51	10.26	0.57	0.59	0.25	7.486e-4	0.0343	(A) Asian
TMBIM4	12q14.3	10.59	10.37	0.47	0.62	0.22	7.494e-4	0.0343	(A) Asian
NFU1	2p13.3	9.33	9.11	0.49	0.58	0.22	7.537e-4	0.0343	(A) Asian
PADI4	1p36.13	1.56	2.08	1.13	1.45	-0.52	7.555e-4	0.0343	(B) White
ARID4A	14q23.1	9.82	9.57	0.57	0.62	0.25	7.560e-4	0.0343	(A) Asian
SRRM1	1p36.11	11.67	11.47	0.43	0.54	0.20	7.636e-4	0.0345	(A) Asian
HERC2P2	15q11.2	9.83	9.40	0.96	1.18	0.43	7.646e-4	0.0345	(A) Asian
PAFAH1B1	17p13.3	11.21	11.39	0.43	0.42	-0.18	7.692e-4	0.0347	(B) White
COA8	14q32.33	8.52	8.34	0.40	0.45	0.18	7.820e-4	0.0351	(A) Asian
SHPK	17p13.2	8.57	8.80	0.52	0.57	-0.23	8.058e-4	0.0361	(B) White
ITGBL1	13q33.1	7.23	8.29	2.59	2.16	-1.06	8.098e-4	0.0362	(B) White
WDFY3	4q21.23	9.39	9.72	0.84	0.64	-0.34	8.126e-4	0.0362	(B) White
SNRPG	2p13.3	10.51	10.23	0.64	0.70	0.28	8.147e-4	0.0362	(A) Asian
THUMPD3-AS1	3p25.3	8.14	7.78	0.82	0.87	0.35	8.189e-4	0.0363	(A) Asian
MRPL20	1p36.33	10.72	10.49	0.54	0.56	0.23	8.210e-4	0.0363	(A) Asian
ANP32A	15q23	11.49	11.31	0.41	0.45	0.18	8.248e-4	0.0364	(A) Asian
UTP11	1p34.3	9.64	9.48	0.39	0.40	0.17	8.349e-4	0.0367	(A) Asian
TSC22D3	Xq22.3	10.41	10.90	1.17	1.17	-0.50	8.355e-4	0.0367	(B) White
NOTCH2NLA	1q21.1	8.23	7.96	0.64	0.64	0.27	8.407e-4	0.0367	(A) Asian
CCDC112	5q22.3	8.29	8.01	0.63	0.73	0.28	8.456e-4	0.0367	(A) Asian
RPL26L1	5q35.1	8.50	8.19	0.76	0.68	0.31	8.460e-4	0.0367	(A) Asian
CAAP1	9p21.2	9.06	8.77	0.69	0.70	0.29	8.460e-4	0.0367	(A) Asian
ODF2L	1p22.3	8.53	8.20	0.75	0.86	0.33	8.487e-4	0.0368	(A) Asian
GRN	17q21.31	12.78	13.01	0.51	0.59	-0.23	8.556e-4	0.0370	(B) White
DTD2	14q12	8.35	8.14	0.50	0.54	0.21	8.652e-4	0.0373	(A) Asian
ANKFY1	17p13.2	10.39	10.60	0.48	0.54	-0.21	8.671e-4	0.0373	(B) White
SAC3D1	11q13.1	8.04	7.77	0.63	0.70	0.27	8.707e-4	0.0373	(A) Asian
RBM41	Xq22.3	7.97	7.73	0.56	0.63	0.25	8.750e-4	0.0374	(A) Asian
FAM104B	Xp11.21	7.46	7.17	0.68	0.61	0.28	8.776e-4	0.0374	(A) Asian
NUTM2G	9q22.33	2.77	2.39	0.85	1.01	0.38	8.803e-4	0.0374	(A) Asian
DNAJC24	11p13	8.12	7.93	0.45	0.45	0.19	8.811e-4	0.0374	(A) Asian
SLC6A6	3p25.1	10.30	10.59	0.68	0.71	-0.29	8.941e-4	0.0378	(B) White
TCTEX1D2	3q29	6.43	6.04	0.91	0.95	0.39	9.006e-4	0.0380	(A) Asian
MAP1LC3B2	12q24.22	8.10	8.30	0.48	0.49	-0.20	9.100e-4	0.0383	(B) White
AKIRIN2	6q15	9.65	9.46	0.44	0.48	0.19	9.133e-4	0.0384	(A) Asian
CLEC4D	12p13.31	1.48	1.98	1.12	1.38	-0.50	9.196e-4	0.0384	(B) White
LHFPL3-AS2	7q22.2-q22.3	3.21	4.14	2.14	2.37	-0.93	9.197e-4	0.0384	(B) White
YTHDC1	4q13.2	10.70	10.58	0.30	0.30	0.13	9.244e-4	0.0385	(A) Asian
H3F3A	1q42.12	12.38	12.12	0.63	0.59	0.26	9.274e-4	0.0386	(A) Asian
ASMTL-AS1	Xp22.33 and Yp11.2	6.28	5.80	1.13	1.24	0.49	9.339e-4	0.0387	(A) Asian
TRIM41	5q35.3	9.36	9.17	0.43	0.45	0.18	9.360e-4	0.0387	(A) Asian
ITPA	20p13	10.02	9.75	0.66	0.65	0.28	9.364e-4	0.0387	(A) Asian
RPAP3	12q13.11	9.60	9.42	0.41	0.45	0.18	9.448e-4	0.0387	(A) Asian
EIF3CL	16p12.1	12.97	13.19	0.54	0.52	-0.23	9.452e-4	0.0387	(B) White
SRSF5	14q24.1	11.58	11.40	0.43	0.45	0.18	9.454e-4	0.0387	(A) Asian
PRDM5	4q27	3.79	4.53	1.78	1.72	-0.74	9.492e-4	0.0388	(B) White
DEFA4	8p23.1	0.14	0.34	0.29	0.82	-0.20	9.544e-4	0.0389	(B) White
RPL21P44	4q12	1.74	1.31	1.02	1.00	0.43	9.561e-4	0.0389	(A) Asian
TBK1	12q14.2	9.66	9.49	0.35	0.48	0.16	9.645e-4	0.0391	(A) Asian
ANP32B	9q22.33	12.22	12.00	0.53	0.54	0.22	9.683e-4	0.0392	(A) Asian
APOBEC3A	22q13.1	4.03	4.66	1.46	1.57	-0.62	9.843e-4	0.0397	(B) White
RNU12-2P	Xp11.3	1.09	0.79	0.76	0.63	0.31	9.873e-4	0.0398	(A) Asian
IK	5q31.3	11.09	10.95	0.34	0.35	0.14	9.930e-4	0.0398	(A) Asian
JAGN1	3p25.3	9.83	9.60	0.55	0.51	0.23	9.955e-4	0.0398	(A) Asian
PHF5A	22q13.2	9.32	9.11	0.53	0.50	0.22	9.970e-4	0.0398	(A) Asian
SNHG10	14q32.13	6.52	6.21	0.74	0.79	0.32	9.983e-4	0.0398	(A) Asian
MED6	14q24.2	8.77	8.60	0.39	0.41	0.16	1.004e-3	0.0399	(A) Asian
TSEN15	1q25.3	9.50	9.30	0.45	0.51	0.19	1.009e-3	0.0400	(A) Asian
RP9P	7p14.3	8.20	7.83	0.92	0.79	0.37	1.011e-3	0.0400	(A) Asian
CFAP298	21q22.11	9.82	9.60	0.52	0.52	0.22	1.014e-3	0.0400	(A) Asian
ANGPTL4	19p13.2	6.37	7.05	1.63	1.60	-0.68	1.014e-3	0.0400	(B) White
VAMP3	1p36.23	10.92	11.11	0.46	0.44	-0.19	1.016e-3	0.0400	(B) White
METTL21A	2q33.3	8.38	8.11	0.69	0.58	0.28	1.027e-3	0.0401	(A) Asian
WFIKKN1	16p13.3	4.01	3.46	1.36	1.13	0.55	1.030e-3	0.0401	(A) Asian
MSANTD2	11q24.2	7.77	7.50	0.65	0.63	0.27	1.031e-3	0.0401	(A) Asian
SUCNR1	3q25.1	3.41	4.20	1.87	2.01	-0.80	1.031e-3	0.0401	(B) White
ZNF18	17p12	7.47	7.28	0.44	0.57	0.20	1.032e-3	0.0401	(A) Asian
HIST1H4B	6p22.2	0.74	0.43	0.77	0.62	0.31	1.037e-3	0.0402	(A) Asian
MITD1	2q11.2	8.47	8.24	0.58	0.52	0.24	1.039e-3	0.0402	(A) Asian
CLK2	1q22	9.60	9.37	0.57	0.49	0.23	1.049e-3	0.0405	(A) Asian
ATP5PF	21q21.3	10.80	10.55	0.60	0.64	0.25	1.052e-3	0.0405	(A) Asian
FICD	12q23.3	5.68	5.97	0.67	0.72	-0.28	1.056e-3	0.0406	(B) White
NDUFAF2	5q12.1	7.97	7.73	0.56	0.66	0.24	1.060e-3	0.0406	(A) Asian
UBL5	19p13.2	11.23	11.00	0.56	0.52	0.23	1.063e-3	0.0406	(A) Asian
SLC25A14	Xq26.1	7.43	7.19	0.61	0.54	0.25	1.099e-3	0.0419	(A) Asian
RBMX	Xq26.3	11.90	11.74	0.37	0.39	0.16	1.107e-3	0.0422	(A) Asian
RP9	7p14.3	7.92	7.59	0.81	0.71	0.33	1.120e-3	0.0425	(A) Asian
NASP	1p34.1	11.35	11.12	0.55	0.57	0.23	1.125e-3	0.0426	(A) Asian
PGBD5	1q42.13	5.08	5.76	1.66	1.63	-0.68	1.140e-3	0.0431	(B) White
MRPS31	13q14.11	8.87	8.62	0.61	0.53	0.25	1.142e-3	0.0431	(A) Asian
GRAPL	17p11.2	1.72	2.31	1.43	1.43	-0.59	1.145e-3	0.0431	(B) White
ATP5PD	17q25.1	11.59	11.37	0.49	0.57	0.21	1.149e-3	0.0432	(A) Asian
NDUFB4	3q13.33	11.10	10.85	0.62	0.58	0.25	1.154e-3	0.0432	(A) Asian
HERPUD1	16q13	11.10	11.35	0.60	0.58	-0.25	1.159e-3	0.0433	(B) White
C8ORF44	8q13.1	5.33	5.01	0.78	0.76	0.32	1.161e-3	0.0433	(A) Asian
NIP7	16q22.1	9.60	9.39	0.51	0.54	0.21	1.166e-3	0.0434	(A) Asian
MTHFS	15q25.1	8.92	8.62	0.72	0.74	0.30	1.173e-3	0.0435	(A) Asian
LSM12	17q21.31	10.35	10.14	0.50	0.53	0.21	1.176e-3	0.0435	(A) Asian
ZCCHC4	4p15.2	7.27	7.10	0.39	0.43	0.16	1.182e-3	0.0435	(A) Asian
SCNM1	1q21.3	9.33	9.07	0.64	0.56	0.26	1.182e-3	0.0435	(A) Asian
HMGN5	Xq21.1	7.47	6.85	1.51	1.43	0.62	1.183e-3	0.0435	(A) Asian
CBX8	17q25.3	7.33	7.00	0.80	0.75	0.32	1.186e-3	0.0436	(A) Asian
OCLNP1	5q13.2	0.97	1.52	1.31	1.43	-0.55	1.200e-3	0.0440	(B) White
FRMD7	Xq26.2	0.14	0.31	0.36	0.57	-0.17	1.209e-3	0.0442	(B) White
FAM72B	1p11.2	8.19	7.77	1.02	1.09	0.43	1.211e-3	0.0442	(A) Asian
CENPE	4q24	9.49	9.06	1.04	1.05	0.43	1.224e-3	0.0444	(A) Asian
GLUL	1q25.3	12.50	12.82	0.76	0.77	-0.31	1.226e-3	0.0444	(B) White
TGOLN2	2p11.2	12.53	12.74	0.50	0.50	-0.21	1.229e-3	0.0444	(B) White
MRPL1	4q21.1	9.02	8.78	0.57	0.57	0.23	1.230e-3	0.0444	(A) Asian
HELLS	10q23.33	8.53	8.17	0.87	0.93	0.36	1.231e-3	0.0444	(A) Asian
DNAJB7	22q13.2	2.27	1.91	0.85	0.91	0.35	1.231e-3	0.0444	(A) Asian
ZNF239	10q11.21	7.44	7.08	0.86	0.87	0.35	1.235e-3	0.0444	(A) Asian
C1ORF131	1q42.2	9.00	8.76	0.57	0.60	0.24	1.241e-3	0.0445	(A) Asian
TMA16	4q32.2	8.68	8.47	0.50	0.53	0.21	1.246e-3	0.0446	(A) Asian
HRH4	18q11.2	0.83	1.20	0.86	1.04	-0.37	1.249e-3	0.0446	(B) White
RRS1	8q13.1	9.61	9.31	0.72	0.68	0.29	1.257e-3	0.0448	(A) Asian
LIPT1	2q11.2	7.08	6.88	0.49	0.51	0.20	1.264e-3	0.0449	(A) Asian
FOXRED1	11q24.2	9.09	8.83	0.65	0.63	0.26	1.280e-3	0.0454	(A) Asian
ISY1	3q21.3	9.36	9.20	0.38	0.39	0.16	1.283e-3	0.0454	(A) Asian
C12ORF60	12p13.1-p12.3	4.29	3.92	0.93	0.86	0.37	1.302e-3	0.0460	(A) Asian
PDF	16q22.1	7.80	7.56	0.57	0.63	0.24	1.311e-3	0.0463	(A) Asian
HMGXB4	22q12.3	9.47	9.30	0.42	0.40	0.17	1.330e-3	0.0467	(A) Asian
DPY30	2p22.3	9.68	9.43	0.59	0.59	0.24	1.331e-3	0.0467	(A) Asian
ZCCHC9	5q14.1	8.90	8.70	0.49	0.49	0.20	1.341e-3	0.0470	(A) Asian
TBPL1	6q23.2	8.56	8.37	0.42	0.51	0.18	1.350e-3	0.0472	(A) Asian
LOC646214	15q11.2	6.37	6.66	0.72	0.68	-0.29	1.354e-3	0.0472	(B) White
ABHD4	14q11.2	9.23	9.49	0.66	0.64	-0.27	1.358e-3	0.0472	(B) White
NDUFB5	3q26.33	10.80	10.58	0.55	0.55	0.22	1.358e-3	0.0472	(A) Asian
MIS18A	21q22.11	8.57	8.25	0.78	0.81	0.32	1.364e-3	0.0473	(A) Asian
ZNRD1	6p22.1	9.24	8.99	0.61	0.64	0.25	1.366e-3	0.0473	(A) Asian
UBXN2A	2p23.3	8.28	8.12	0.38	0.41	0.16	1.370e-3	0.0473	(A) Asian
PRPF19	11q12.2	11.63	11.44	0.45	0.51	0.19	1.372e-3	0.0473	(A) Asian
MRPS18C	4q21.23	8.51	8.33	0.43	0.49	0.18	1.389e-3	0.0473	(A) Asian
RPL27	17q21.31	13.32	13.05	0.63	0.74	0.27	1.389e-3	0.0473	(A) Asian
FRA10AC1	10q23.33	8.50	8.27	0.57	0.60	0.23	1.389e-3	0.0473	(A) Asian
AOAH	7p14.2	5.99	6.64	1.57	1.65	-0.65	1.394e-3	0.0473	(B) White
CENPN	16q23.2	9.39	9.09	0.74	0.72	0.30	1.395e-3	0.0473	(A) Asian
ACRV1	11q24.2	1.99	1.54	1.15	1.00	0.45	1.397e-3	0.0473	(A) Asian
RBM17	10p15.1	10.98	10.79	0.48	0.48	0.20	1.397e-3	0.0473	(A) Asian
HSPB11	1p32.3	8.37	8.14	0.58	0.55	0.23	1.399e-3	0.0473	(A) Asian
NBPF9	1q21.2	7.60	7.92	0.78	0.81	-0.32	1.400e-3	0.0473	(B) White
TEFM	17q11.2	7.85	7.68	0.43	0.47	0.18	1.400e-3	0.0473	(A) Asian
FUS	16p11.2	12.21	12.04	0.42	0.47	0.18	1.406e-3	0.0473	(A) Asian
CHCHD1	10q22.2	9.91	9.68	0.56	0.61	0.23	1.408e-3	0.0473	(A) Asian
NUF2	1q23.3	8.73	8.30	1.06	1.06	0.43	1.410e-3	0.0473	(A) Asian
CRY2	11p11.2	9.05	9.29	0.59	0.65	-0.25	1.418e-3	0.0475	(B) White
SLC2A3	12p13.31	9.04	9.49	1.10	1.18	-0.45	1.423e-3	0.0475	(B) White
RPL39	Xq24	10.01	9.57	1.03	1.20	0.43	1.425e-3	0.0475	(A) Asian
MYO1D	17q11.2	11.36	11.66	0.74	0.73	-0.30	1.426e-3	0.0475	(B) White
TMED6	16q22.1	3.76	4.29	1.21	1.62	-0.53	1.476e-3	0.0490	(B) White
ANKRD36	2q11.2	7.99	7.63	0.84	1.02	0.36	1.477e-3	0.0490	(A) Asian
DDX18	2q14.1	11.36	11.15	0.52	0.45	0.21	1.479e-3	0.0490	(A) Asian
IMMP1L	11p13	6.43	6.17	0.65	0.61	0.26	1.485e-3	0.0490	(A) Asian
TAF1D	11q21	9.69	9.42	0.66	0.73	0.27	1.488e-3	0.0491	(A) Asian
THYN1	11q25	9.56	9.35	0.50	0.55	0.21	1.513e-3	0.0498	(A) Asian
MSS51	10q22.2	7.21	6.78	0.99	1.25	0.43	1.518e-3	0.0499	(A) Asian
ARHGEF5	7q35	9.41	9.06	0.88	0.81	0.35	1.523e-3	0.0499	(A) Asian
SOX4	6p22.3	11.80	11.43	0.89	0.97	0.37	1.525e-3	0.0499	(A) Asian
RAB5B	12q13.2	11.62	11.78	0.39	0.43	-0.16	1.539e-3	0.0502	(B) White
WASH2P	2q14.1	8.15	7.90	0.63	0.63	0.25	1.556e-3	0.0507	(A) Asian
PDK4	7q21.3	9.10	9.89	1.95	2.01	-0.79	1.576e-3	0.0512	(B) White
OR2A7	7q35	7.51	7.13	0.94	1.01	0.38	1.577e-3	0.0512	(A) Asian
LIN7C	11p14.1	10.27	10.07	0.50	0.54	0.20	1.589e-3	0.0515	(A) Asian
WDR89	14q23.2	8.49	8.33	0.40	0.42	0.16	1.596e-3	0.0516	(A) Asian
STBD1	4q21.1	8.48	8.86	0.98	0.72	-0.37	1.608e-3	0.0519	(B) White
RC3H2	9q33.2	8.46	8.73	0.68	0.64	-0.27	1.612e-3	0.0519	(B) White
FAM72D	1q21.1	7.00	6.54	1.12	1.18	0.46	1.619e-3	0.0520	(A) Asian
SMIM26	20p11.23	9.58	9.32	0.66	0.64	0.26	1.619e-3	0.0520	(A) Asian
GDPGP1	15q26.1	6.44	6.14	0.76	0.75	0.30	1.626e-3	0.0521	(A) Asian
TSPAN10	17q25.3	3.07	2.47	1.53	1.40	0.60	1.632e-3	0.0522	(A) Asian
SAP18	13q12.11	11.46	11.25	0.55	0.54	0.22	1.636e-3	0.0522	(A) Asian
COX17	3q13.33	9.69	9.41	0.72	0.65	0.28	1.664e-3	0.0530	(A) Asian
KANSL2	12q13.11	9.12	8.94	0.46	0.39	0.18	1.669e-3	0.0530	(A) Asian
MZF1-AS1	19q13.43	5.18	4.87	0.76	0.86	0.31	1.683e-3	0.0534	(A) Asian
LSM3	3p25.1	9.93	9.71	0.53	0.58	0.22	1.685e-3	0.0534	(A) Asian
RAPGEF2	4q32.1	9.48	9.69	0.50	0.54	-0.20	1.703e-3	0.0538	(B) White
UTP23	8q24.11	9.07	8.89	0.45	0.45	0.18	1.712e-3	0.0540	(A) Asian
TPM3P9	19q13.42	7.88	7.47	1.03	0.98	0.40	1.746e-3	0.0550	(A) Asian
TIMP3	22q12.3	11.60	12.17	1.47	1.29	-0.57	1.756e-3	0.0552	(B) White
HLA-DPB1	6p21.32	10.94	11.51	1.47	1.35	-0.57	1.770e-3	0.0555	(B) White
ZNF786	7q36.1	7.67	7.45	0.52	0.59	0.21	1.793e-3	0.0561	(A) Asian
METTL27	7q11.23	5.71	5.02	1.79	1.61	0.69	1.804e-3	0.0564	(A) Asian
HNRNPA0	5q31.2	11.86	11.70	0.37	0.46	0.16	1.819e-3	0.0567	(A) Asian
FAM98B	15q14	8.61	8.39	0.49	0.67	0.21	1.839e-3	0.0572	(A) Asian
ATP5MD	10q24.33	10.26	9.95	0.78	0.74	0.31	1.840e-3	0.0572	(A) Asian
TRMT10C	3q12.3	9.33	9.12	0.55	0.51	0.21	1.851e-3	0.0574	(A) Asian
JRKL	11q21	9.01	8.79	0.58	0.57	0.23	1.867e-3	0.0577	(A) Asian
