Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
RNF166	16q24.2-q24.3	8.21	7.54	0.84	0.72	0.67	1.59e-19	1.25e-17	(A) Black or African American
PRRC1	5q23.2	10.73	11.19	0.56	0.50	-0.45	1.61e-19	1.26e-17	(B) White
SRRT	7q22.1	11.20	10.85	0.42	0.46	0.35	1.61e-19	1.26e-17	(A) Black or African American
MSH3	5q14.1	8.49	8.97	0.60	0.55	-0.48	1.75e-19	1.36e-17	(B) White
CERS6	2q24.3	10.19	11.20	1.26	1.08	-1.01	1.80e-19	1.39e-17	(B) White
TMEM167A	5q14.2	10.78	11.15	0.45	0.43	-0.37	1.85e-19	1.43e-17	(B) White
VPS9D1	16q24.3	8.39	7.73	0.83	0.70	0.67	1.99e-19	1.53e-17	(A) Black or African American
KLHDC4	16q24.2	8.62	7.88	0.92	0.77	0.73	2.01e-19	1.54e-17	(A) Black or African American
DTYMK	2q37.3	9.39	8.80	0.74	0.63	0.59	2.05e-19	1.56e-17	(A) Black or African American
ZNF678	1q42.13	5.52	6.46	1.18	1.03	-0.95	2.06e-19	1.56e-17	(B) White
PICK1	22q13.1	8.98	8.39	0.72	0.70	0.59	2.12e-19	1.60e-17	(A) Black or African American
ZNF148	3q21.2	9.91	10.37	0.57	0.53	-0.46	2.15e-19	1.62e-17	(B) White
PDCL3P4	3q12.3	6.48	6.02	0.56	0.55	0.46	2.27e-19	1.70e-17	(A) Black or African American
ZNF513	2p23.3	8.78	8.25	0.66	0.62	0.53	2.28e-19	1.71e-17	(A) Black or African American
WDR45	Xp11.23	10.22	9.82	0.50	0.41	0.40	2.50e-19	1.86e-17	(A) Black or African American
TSC22D4	7q22.1	10.42	9.86	0.69	0.64	0.56	2.54e-19	1.88e-17	(A) Black or African American
UHRF1BP1L	12q23.1	8.74	9.37	0.78	0.66	-0.62	2.65e-19	1.96e-17	(B) White
COMTD1	10q22.2	7.92	6.86	1.33	1.16	1.06	3.41e-19	2.51e-17	(A) Black or African American
NUP85	17q25.1	10.01	9.55	0.58	0.54	0.47	3.60e-19	2.64e-17	(A) Black or African American
ANAPC11	17q25.3	10.79	10.09	0.88	0.79	0.70	3.81e-19	2.79e-17	(A) Black or African American
APPL1	3p14.3	10.25	10.73	0.59	0.55	-0.48	4.08e-19	2.97e-17	(B) White
CCDC130	19p13.13	8.95	8.37	0.72	0.71	0.58	4.18e-19	3.03e-17	(A) Black or African American
APBA3	19p13.3	8.21	7.63	0.73	0.67	0.58	4.40e-19	3.19e-17	(A) Black or African American
SF3A2	19p13.3	10.55	10.04	0.62	0.65	0.51	4.51e-19	3.25e-17	(A) Black or African American
LSM4	19p13.11	11.29	10.72	0.71	0.66	0.57	4.68e-19	3.36e-17	(A) Black or African American
YIPF5	5q31.3	9.86	10.21	0.44	0.43	-0.35	4.88e-19	3.49e-17	(B) White
CWF19L2	11q22.3	8.10	8.55	0.56	0.55	-0.45	4.92e-19	3.51e-17	(B) White
PRSS45P	3p21.31	2.57	1.22	1.73	1.20	1.35	5.00e-19	3.55e-17	(A) Black or African American
SLC35A3	1p21.2	8.27	9.01	0.92	0.86	-0.74	5.25e-19	3.72e-17	(B) White
TOGARAM1	14q21.2	8.40	9.09	0.88	0.73	-0.70	5.53e-19	3.90e-17	(B) White
NOC2L	1p36.33	11.38	10.81	0.72	0.63	0.57	5.58e-19	3.93e-17	(A) Black or African American
PREPL	2p21	10.24	10.76	0.65	0.56	-0.51	5.62e-19	3.93e-17	(B) White
ARHGEF1	19q13.2	10.95	10.37	0.73	0.71	0.58	5.74e-19	4.00e-17	(A) Black or African American
CCDC12	3p21.31	9.37	8.73	0.80	0.73	0.64	5.77e-19	4.02e-17	(A) Black or African American
ZNF414	19p13.2	7.84	7.26	0.73	0.69	0.58	5.81e-19	4.03e-17	(A) Black or African American
POR	7q11.23	11.08	10.51	0.72	0.65	0.57	5.98e-19	4.13e-17	(A) Black or African American
KIAA0825	5q15	5.25	6.17	1.17	0.97	-0.92	6.03e-19	4.14e-17	(B) White
ARFGAP1	20q13.33	11.15	10.55	0.76	0.65	0.60	6.04e-19	4.14e-17	(A) Black or African American
SULT1A3	16p11.2	9.71	9.05	0.82	0.82	0.66	6.24e-19	4.27e-17	(A) Black or African American
TMTC3	12q21.32	9.12	9.70	0.73	0.63	-0.57	6.44e-19	4.39e-17	(B) White
DDX39A	19p13.12	10.58	9.95	0.78	0.77	0.63	6.65e-19	4.52e-17	(A) Black or African American
GET4	7p22.3	10.05	9.45	0.77	0.65	0.61	6.71e-19	4.54e-17	(A) Black or African American
DTWD2	5q23.1	7.06	7.79	0.92	0.79	-0.73	6.77e-19	4.57e-17	(B) White
CREBRF	5q35.1	7.53	8.46	1.19	0.95	-0.93	6.82e-19	4.59e-17	(B) White
SLC14A2	18q12.3	1.42	2.37	1.05	1.75	-0.95	6.91e-19	4.61e-17	(B) White
COPE	19p13.11	11.67	11.11	0.70	0.66	0.56	6.93e-19	4.61e-17	(A) Black or African American
TAF6L	11q12.3	8.31	7.81	0.62	0.57	0.49	6.93e-19	4.61e-17	(A) Black or African American
TOP3B	22q11.22	8.43	7.95	0.60	0.57	0.48	7.12e-19	4.73e-17	(A) Black or African American
ZNF276	16q24.3	8.95	8.32	0.79	0.71	0.62	7.21e-19	4.77e-17	(A) Black or African American
MRPS26	20p13	10.23	9.61	0.78	0.71	0.62	8.12e-19	5.35e-17	(A) Black or African American
SNHG10	14q32.13	6.70	6.02	0.85	0.80	0.68	8.24e-19	5.42e-17	(A) Black or African American
IER5L	9q34.11	9.17	8.28	1.10	1.13	0.89	8.71e-19	5.70e-17	(A) Black or African American
LINC00115	1p36.33	4.79	4.12	0.84	0.76	0.67	8.73e-19	5.70e-17	(A) Black or African American
SON	21q22.11	12.11	12.58	0.59	0.55	-0.47	8.75e-19	5.70e-17	(B) White
CCDC9	19q13.32	9.12	8.61	0.61	0.77	0.50	9.50e-19	6.17e-17	(A) Black or African American
BCS1L	2q35	8.74	8.30	0.55	0.49	0.43	1.07e-18	6.91e-17	(A) Black or African American
VPS13D	1p36.22-p36.21	10.34	10.83	0.61	0.62	-0.49	1.10e-18	7.11e-17	(B) White
MFSD10	4p16.3	10.82	10.22	0.76	0.73	0.60	1.15e-18	7.36e-17	(A) Black or African American
GOLGB1	3q13.33	11.91	12.38	0.59	0.58	-0.47	1.16e-18	7.43e-17	(B) White
ZNF770	15q14	9.41	9.99	0.74	0.65	-0.58	1.18e-18	7.50e-17	(B) White
TMEM160	19q13.32	6.81	5.97	1.07	0.98	0.84	1.22e-18	7.73e-17	(A) Black or African American
CLPP	19p13.3	10.03	9.46	0.74	0.59	0.57	1.22e-18	7.73e-17	(A) Black or African American
PARP10	8q24.3	11.14	10.29	1.06	1.07	0.85	1.22e-18	7.73e-17	(A) Black or African American
MYLK2	20q11.21	3.28	2.26	1.31	1.11	1.02	1.23e-18	7.76e-17	(A) Black or African American
EIF5A	17p13.1	12.86	12.35	0.64	0.58	0.50	1.24e-18	7.77e-17	(A) Black or African American
GUK1	1q42.13	11.99	11.34	0.83	0.77	0.65	1.28e-18	8.02e-17	(A) Black or African American
TRAPPC5	19p13.2	9.61	8.84	0.99	0.86	0.77	1.31e-18	8.21e-17	(A) Black or African American
FNIP1	5q31.1	9.21	9.80	0.75	0.69	-0.59	1.32e-18	8.22e-17	(B) White
PUF60	8q24.3	12.14	11.51	0.81	0.68	0.63	1.41e-18	8.75e-17	(A) Black or African American
LPP	3q27.3-q28	7.88	8.79	1.16	1.03	-0.91	1.43e-18	8.83e-17	(B) White
EDEM3	1q25.3	10.25	10.90	0.84	0.76	-0.66	1.58e-18	9.75e-17	(B) White
PSMA7	20q13.33	11.95	11.39	0.73	0.62	0.57	1.59e-18	9.75e-17	(A) Black or African American
CSNK1G2	19p13.3	10.42	9.89	0.69	0.59	0.54	1.59e-18	9.76e-17	(A) Black or African American
NFKBIL1	6p21.33	9.17	8.50	0.84	0.79	0.66	1.66e-18	1.01e-16	(A) Black or African American
SLC25A46	5q22.1	8.53	9.07	0.69	0.58	-0.53	1.66e-18	1.01e-16	(B) White
OSBPL8	12q21.2	9.95	10.72	0.98	0.87	-0.77	1.70e-18	1.03e-16	(B) White
IL6ST	5q11.2	8.70	10.81	2.75	2.01	-2.11	1.72e-18	1.04e-16	(B) White
ALKBH8	11q22.3	7.28	7.77	0.63	0.58	-0.49	1.75e-18	1.06e-16	(B) White
IKBKG	Xq28	8.95	8.45	0.63	0.56	0.49	1.76e-18	1.06e-16	(A) Black or African American
PWWP2B	10q26.3	9.34	8.65	0.87	0.81	0.69	1.82e-18	1.09e-16	(A) Black or African American
SLC39A9	14q24.1	10.98	11.48	0.64	0.56	-0.50	1.88e-18	1.13e-16	(B) White
ARHGAP27P1	17q24.1	8.69	8.10	0.76	0.66	0.59	1.90e-18	1.13e-16	(A) Black or African American
THAP7	22q11.21	8.84	8.22	0.79	0.72	0.62	1.90e-18	1.13e-16	(A) Black or African American
PGGT1B	5q22.3	8.53	9.02	0.64	0.51	-0.49	1.93e-18	1.14e-16	(B) White
CREB1	2q33.3	9.82	10.20	0.50	0.43	-0.39	1.99e-18	1.18e-16	(B) White
ZYG11B	1p32.3	9.37	9.79	0.54	0.50	-0.42	2.17e-18	1.28e-16	(B) White
TNPO1	5q13.2	10.93	11.37	0.57	0.50	-0.44	2.32e-18	1.37e-16	(B) White
CSK	15q24.1	10.72	10.26	0.59	0.56	0.46	2.41e-18	1.41e-16	(A) Black or African American
EXOSC4	8q24.3	9.48	8.64	1.10	0.89	0.84	2.43e-18	1.42e-16	(A) Black or African American
PPP1R12C	19q13.42	10.14	9.55	0.74	0.73	0.59	2.46e-18	1.44e-16	(A) Black or African American
MIGA1	1p31.1	8.21	9.02	1.04	0.93	-0.81	2.58e-18	1.50e-16	(B) White
PLCXD1	Xp22.33 and Yp11.32-p11.31	8.68	8.01	0.86	0.85	0.68	2.58e-18	1.50e-16	(A) Black or African American
TPRA1	3q21.3	9.80	9.35	0.59	0.47	0.45	2.63e-18	1.52e-16	(A) Black or African American
INO80B	2p13.1	8.45	7.69	0.96	0.99	0.76	2.87e-18	1.66e-16	(A) Black or African American
MYPOP	19q13.32	7.65	7.20	0.59	0.51	0.45	2.93e-18	1.68e-16	(A) Black or African American
AURKAIP1	1p36.33	10.76	10.00	0.98	0.89	0.76	2.94e-18	1.68e-16	(A) Black or African American
ZNF701	19q13.41	6.93	7.56	0.82	0.65	-0.62	2.97e-18	1.70e-16	(B) White
CSNK1G3	5q23.2	9.14	9.64	0.64	0.57	-0.50	3.15e-18	1.79e-16	(B) White
CST2	20p11.21	2.78	4.51	2.21	2.22	-1.73	3.16e-18	1.79e-16	(B) White
MAN1A2	1p12	9.02	9.70	0.88	0.79	-0.68	3.32e-18	1.88e-16	(B) White
CFAP97	4q35.1	9.58	10.17	0.77	0.60	-0.59	3.51e-18	1.99e-16	(B) White
SHQ1	3p13	8.58	8.98	0.52	0.46	-0.40	3.55e-18	2.00e-16	(B) White
SLC52A2	8q24.3	11.03	10.33	0.90	0.82	0.70	3.58e-18	2.01e-16	(A) Black or African American
AGAP3	7q36.1	10.74	10.24	0.64	0.61	0.50	3.65e-18	2.05e-16	(A) Black or African American
MAP7D1	1p34.3	11.17	10.70	0.59	0.59	0.46	3.72e-18	2.07e-16	(A) Black or African American
TP53I13	17q11.2	9.42	8.73	0.90	0.83	0.70	3.73e-18	2.07e-16	(A) Black or African American
SERINC1	6q22.31	11.90	12.46	0.72	0.63	-0.56	3.73e-18	2.07e-16	(B) White
UBAC1	9q34.3	9.83	9.39	0.57	0.47	0.44	3.80e-18	2.10e-16	(A) Black or African American
CNOT6L	4q21.1	9.70	10.20	0.64	0.56	-0.50	3.85e-18	2.13e-16	(B) White
TNKS	8p23.1	9.65	10.20	0.71	0.65	-0.55	4.05e-18	2.23e-16	(B) White
ASMTL-AS1	Xp22.33 and Yp11.2	5.81	4.73	1.38	1.39	1.08	4.34e-18	2.39e-16	(A) Black or African American
HCFC2	12q23.3	7.79	8.29	0.65	0.58	-0.50	4.40e-18	2.41e-16	(B) White
DNAJB14	4q23	7.76	8.39	0.82	0.69	-0.63	4.47e-18	2.45e-16	(B) White
DRAP1	11q13.1	10.81	10.18	0.81	0.84	0.63	4.53e-18	2.47e-16	(A) Black or African American
STAM2	2q23.3	9.39	9.89	0.66	0.53	-0.50	4.55e-18	2.47e-16	(B) White
ATF7	12q13.13	10.09	10.54	0.59	0.46	-0.45	4.66e-18	2.52e-16	(B) White
NT5C	17q25.1	8.85	8.18	0.87	0.83	0.67	4.70e-18	2.54e-16	(A) Black or African American
RALGAPA2	20p11.23	7.25	8.53	1.68	1.41	-1.28	4.71e-18	2.54e-16	(B) White
PLEKHJ1	19p13.3	9.90	9.22	0.89	0.68	0.68	4.89e-18	2.63e-16	(A) Black or African American
SGSM3	22q13.1	10.54	10.03	0.66	0.64	0.51	5.00e-18	2.68e-16	(A) Black or African American
CXXC1	18q21.1	9.87	9.38	0.63	0.60	0.49	5.08e-18	2.72e-16	(A) Black or African American
LTN1	21q21.3	9.09	9.71	0.82	0.69	-0.62	5.56e-18	2.97e-16	(B) White
ZNF845	19q13.42	7.54	8.05	0.67	0.60	-0.51	5.76e-18	3.06e-16	(B) White
MCRIP1	17q25.3	10.90	10.22	0.89	0.80	0.68	5.95e-18	3.16e-16	(A) Black or African American
NDUFB7	19p13.12	10.57	9.86	0.93	0.82	0.71	6.00e-18	3.17e-16	(A) Black or African American
NCLN	19p13.3	10.79	10.30	0.64	0.57	0.49	6.01e-18	3.17e-16	(A) Black or African American
TRMT61A	14q32.33	9.06	8.41	0.85	0.77	0.65	6.08e-18	3.21e-16	(A) Black or African American
ZNF775	7q36.1	6.61	5.83	1.01	0.95	0.78	6.17e-18	3.24e-16	(A) Black or African American
PFDN2	1q23.3	10.36	9.66	0.90	0.81	0.69	6.42e-18	3.36e-16	(A) Black or African American
SETD7	4q31.1	10.50	11.19	0.91	0.70	-0.69	6.58e-18	3.44e-16	(B) White
MBLAC1	7q22.1	5.73	4.95	1.01	0.94	0.78	6.74e-18	3.51e-16	(A) Black or African American
CHAF1A	19p13.3	9.28	8.76	0.66	0.70	0.52	6.81e-18	3.54e-16	(A) Black or African American
ZMPSTE24	1p34.2	10.70	11.07	0.48	0.48	-0.37	6.91e-18	3.58e-16	(B) White
CYP2D7	22q13.2	3.72	2.75	1.26	1.20	0.97	6.92e-18	3.58e-16	(A) Black or African American
TCIRG1	11q13.2	10.60	9.96	0.81	0.92	0.64	6.96e-18	3.59e-16	(A) Black or African American
USP47	11p15.3	10.56	10.97	0.53	0.44	-0.40	7.04e-18	3.63e-16	(B) White
RNF112	17p11.2	3.58	2.57	1.33	1.09	1.01	7.09e-18	3.64e-16	(A) Black or African American
CIAO2B	16q22.1	9.52	8.93	0.77	0.67	0.58	7.22e-18	3.70e-16	(A) Black or African American
GSTCD	4q24	7.86	8.59	0.96	0.83	-0.73	7.48e-18	3.82e-16	(B) White
PHF20	20q11.22-q11.23	10.17	10.62	0.58	0.53	-0.45	7.71e-18	3.93e-16	(B) White
ATRX	Xq21.1	10.33	10.94	0.81	0.65	-0.61	7.73e-18	3.93e-16	(B) White
XRCC6P5	Xq22.1	1.19	0.66	0.70	0.53	0.53	7.81e-18	3.96e-16	(A) Black or African American
PFN1	17p13.2	13.71	13.26	0.58	0.58	0.45	8.28e-18	4.19e-16	(A) Black or African American
TOR1AIP1	1q25.2	10.38	10.86	0.63	0.53	-0.48	8.30e-18	4.19e-16	(B) White
SPTLC2	14q24.3	10.38	11.07	0.91	0.81	-0.69	8.69e-18	4.37e-16	(B) White
SCAF11	12q12	10.84	11.33	0.65	0.54	-0.49	8.80e-18	4.41e-16	(B) White
DMXL1	5q23.1	9.11	9.77	0.88	0.75	-0.67	8.84e-18	4.42e-16	(B) White
TOMM40	19q13.32	10.56	9.97	0.77	0.67	0.59	8.85e-18	4.42e-16	(A) Black or African American
PIGK	1p31.1	9.34	9.78	0.57	0.55	-0.44	9.09e-18	4.53e-16	(B) White
MTREX	5q11.2	10.13	10.53	0.53	0.46	-0.41	9.22e-18	4.58e-16	(B) White
IDH3G	Xq28	10.25	9.78	0.63	0.54	0.48	9.29e-18	4.60e-16	(A) Black or African American
ZNF579	19q13.42	8.03	7.29	0.96	0.95	0.74	9.31e-18	4.61e-16	(A) Black or African American
TSPAN10	17q25.3	5.73	4.64	1.39	1.51	1.09	9.50e-18	4.68e-16	(A) Black or African American
BRAT1	7p22.3	10.49	9.93	0.73	0.69	0.56	9.51e-18	4.68e-16	(A) Black or African American
FAM50A	Xq28	10.70	10.09	0.80	0.72	0.61	9.84e-18	4.83e-16	(A) Black or African American
KLHL28	14q21.2	7.94	8.60	0.89	0.69	-0.67	1.02e-17	5.00e-16	(B) White
CCHCR1	6p21.33	9.32	8.63	0.90	0.83	0.69	1.03e-17	5.02e-16	(A) Black or African American
ABHD16B	20q13.33	6.95	6.14	1.06	0.98	0.81	1.04e-17	5.06e-16	(A) Black or African American
CDK11B	1p36.33	9.85	9.47	0.50	0.49	0.38	1.04e-17	5.07e-16	(A) Black or African American
AKAP11	13q14.11	9.73	10.35	0.83	0.74	-0.63	1.06e-17	5.12e-16	(B) White
RFNG	17q25.3	9.85	9.28	0.74	0.69	0.57	1.06e-17	5.12e-16	(A) Black or African American
KIAA1143	3p21.31	9.12	9.52	0.53	0.45	-0.40	1.06e-17	5.12e-16	(B) White
U2AF1	21q22.3	10.90	10.45	0.59	0.55	0.45	1.09e-17	5.25e-16	(A) Black or African American
TBCB	19q13.12	10.70	10.15	0.73	0.63	0.55	1.09e-17	5.25e-16	(A) Black or African American
SEC62	3q26.2	11.46	11.87	0.54	0.47	-0.41	1.10e-17	5.29e-16	(B) White
SPRN	10q26.3	6.97	6.29	0.88	0.83	0.67	1.15e-17	5.48e-16	(A) Black or African American
ATP1A4	1q23.2	2.17	3.70	1.94	2.21	-1.52	1.20e-17	5.74e-16	(B) White
SPATA2L	16q24.3	8.28	7.59	0.91	0.81	0.69	1.22e-17	5.81e-16	(A) Black or African American
PKP3	11p15.5	10.80	10.15	0.83	0.90	0.65	1.26e-17	5.97e-16	(A) Black or African American
BDP1	5q13.2	9.20	9.85	0.87	0.77	-0.66	1.26e-17	5.97e-16	(B) White
ANKZF1	2q35	9.55	9.11	0.58	0.53	0.44	1.30e-17	6.14e-16	(A) Black or African American
SIRT6	19p13.3	8.50	7.92	0.76	0.68	0.57	1.32e-17	6.23e-16	(A) Black or African American
TRADD	16q22.1	8.80	8.12	0.91	0.75	0.68	1.33e-17	6.27e-16	(A) Black or African American
MUTYH	1p34.1	7.75	7.18	0.74	0.74	0.57	1.36e-17	6.37e-16	(A) Black or African American
SNHG1	11q12.3	9.84	9.21	0.82	0.87	0.63	1.43e-17	6.69e-16	(A) Black or African American
PIM3	22q13.33	10.90	10.33	0.73	0.80	0.57	1.48e-17	6.93e-16	(A) Black or African American
PIN1	19p13.2	9.66	9.05	0.80	0.78	0.61	1.50e-17	6.98e-16	(A) Black or African American
CMC2	16q23.2	8.70	8.12	0.76	0.70	0.58	1.51e-17	7.01e-16	(A) Black or African American
WDR46	6p21.32	10.39	9.90	0.66	0.51	0.49	1.59e-17	7.39e-16	(A) Black or African American
NDUFS6	5p15.33	10.37	9.66	0.95	0.79	0.71	1.60e-17	7.39e-16	(A) Black or African American
DENND4C	9p22.1	9.79	10.35	0.74	0.64	-0.56	1.62e-17	7.46e-16	(B) White
LYG1	2q11.2	3.91	3.00	1.19	1.17	0.91	1.62e-17	7.46e-16	(A) Black or African American
PPP2R5E	14q23.2	9.18	9.69	0.69	0.56	-0.51	1.67e-17	7.67e-16	(B) White
PCYOX1	2p13.3	10.94	11.44	0.64	0.64	-0.49	1.69e-17	7.73e-16	(B) White
LRRFIP1	2q37.3	11.21	11.73	0.70	0.54	-0.52	1.71e-17	7.80e-16	(B) White
ZBTB41	1q31.3	9.68	10.37	0.91	0.79	-0.68	1.73e-17	7.89e-16	(B) White
LMNA	1q22	13.48	12.85	0.83	0.78	0.63	1.83e-17	8.31e-16	(A) Black or African American
GTF3C5	9q34.13	10.53	10.03	0.67	0.47	0.49	1.83e-17	8.31e-16	(A) Black or African American
ISG20	15q26.1	8.95	8.06	1.16	1.13	0.89	1.84e-17	8.33e-16	(A) Black or African American
SCAF1	19q13.33	10.97	10.49	0.63	0.63	0.48	1.85e-17	8.37e-16	(A) Black or African American
HSPBP1	19q13.42	9.94	9.33	0.82	0.73	0.62	1.85e-17	8.37e-16	(A) Black or African American
FBXL19	16p11.2	9.57	9.06	0.67	0.69	0.51	1.89e-17	8.51e-16	(A) Black or African American
PES1	22q12.2	10.91	10.40	0.68	0.60	0.51	1.93e-17	8.67e-16	(A) Black or African American
UQCRHL	1p36.21	9.14	8.53	0.79	0.77	0.60	1.94e-17	8.71e-16	(A) Black or African American
CDC37	19p13.2	11.73	11.28	0.60	0.59	0.45	2.04e-17	9.11e-16	(A) Black or African American
ZNF12	7p22.1	9.30	9.69	0.51	0.48	-0.38	2.04e-17	9.11e-16	(B) White
PTPRB	12q15	8.12	9.07	1.26	1.07	-0.94	2.05e-17	9.13e-16	(B) White
TPGS1	19p13.3	6.56	5.39	1.53	1.58	1.17	2.07e-17	9.18e-16	(A) Black or African American
BANP	16q24.2	8.30	7.89	0.55	0.49	0.42	2.08e-17	9.20e-16	(A) Black or African American
UTP15	5q13.2	8.01	8.40	0.52	0.46	-0.39	2.11e-17	9.34e-16	(B) White
ISOC2	19q13.42	10.10	9.47	0.84	0.73	0.63	2.12e-17	9.38e-16	(A) Black or African American
UBE2J2	1p36.33	10.02	9.56	0.61	0.51	0.45	2.13e-17	9.38e-16	(A) Black or African American
RYBP	3p13	10.18	10.60	0.55	0.50	-0.41	2.20e-17	9.66e-16	(B) White
MED13L	12q24.21	10.86	11.66	1.07	0.96	-0.80	2.22e-17	9.73e-16	(B) White
ITPA	20p13	9.96	9.42	0.71	0.66	0.53	2.25e-17	9.85e-16	(A) Black or African American
PPIP5K2	5q21.1	9.36	9.90	0.72	0.58	-0.54	2.41e-17	1.05e-15	(B) White
RPSAP9	9q21.13	4.79	4.23	0.76	0.60	0.57	2.41e-17	1.05e-15	(A) Black or African American
LRBA	4q31.3	10.83	11.59	1.02	0.89	-0.76	2.42e-17	1.05e-15	(B) White
WDFY3	4q21.23	9.81	10.41	0.81	0.68	-0.61	2.43e-17	1.05e-15	(B) White
TMEM86B	19q13.42	6.19	5.47	0.95	0.89	0.72	2.45e-17	1.06e-15	(A) Black or African American
RTKN	2p13.1	10.29	9.74	0.73	0.61	0.54	2.46e-17	1.06e-15	(A) Black or African American
MAN2A1	5q21.3	8.20	9.25	1.41	1.18	-1.05	2.47e-17	1.06e-15	(B) White
MAP2K2	19p13.3	11.17	10.65	0.69	0.60	0.52	2.49e-17	1.07e-15	(A) Black or African American
ADAT3	19p13.3	6.02	5.09	1.23	1.14	0.93	2.54e-17	1.09e-15	(A) Black or African American
MRPL4	19p13.2	10.23	9.60	0.85	0.64	0.63	2.57e-17	1.10e-15	(A) Black or African American
PABPN1	14q11.2	11.51	11.13	0.50	0.52	0.38	2.57e-17	1.10e-15	(A) Black or African American
TROAP	12q13.12	8.36	7.43	1.18	1.39	0.92	2.63e-17	1.12e-15	(A) Black or African American
DGKZ	11p11.2	10.13	9.54	0.79	0.74	0.60	2.65e-17	1.12e-15	(A) Black or African American
CCDC88B	11q13.1	8.19	7.17	1.35	1.26	1.02	2.65e-17	1.12e-15	(A) Black or African American
GPAM	10q25.2	8.31	8.91	0.76	0.97	-0.60	2.77e-17	1.18e-15	(B) White
ANKS3	16p13.3	8.62	7.99	0.82	0.86	0.63	2.79e-17	1.18e-15	(A) Black or African American
RNF126	19p13.3	9.24	8.68	0.74	0.65	0.55	2.88e-17	1.22e-15	(A) Black or African American
CACNA2D1	7q21.11	3.63	5.32	2.26	2.01	-1.69	2.93e-17	1.23e-15	(B) White
NDUFA11	19p13.3	10.98	10.34	0.86	0.67	0.63	3.01e-17	1.27e-15	(A) Black or African American
RAB27B	18q21.2	6.03	7.31	1.72	1.44	-1.28	3.04e-17	1.28e-15	(B) White
METRNL	17q25.3	9.26	8.50	1.00	1.01	0.76	3.08e-17	1.29e-15	(A) Black or African American
MAP2K7	19p13.2	9.87	9.47	0.54	0.50	0.40	3.19e-17	1.33e-15	(A) Black or African American
STX10	19p13.13	8.71	8.19	0.69	0.67	0.52	3.24e-17	1.35e-15	(A) Black or African American
ZBTB11	3q12.3	9.09	9.50	0.54	0.50	-0.41	3.38e-17	1.40e-15	(B) White
ASAH1	8p22	11.67	12.43	0.98	1.06	-0.75	3.39e-17	1.41e-15	(B) White
ZNF692	1q44	9.54	8.88	0.86	0.86	0.65	3.42e-17	1.42e-15	(A) Black or African American
C1ORF122	1p34.3	9.80	9.08	0.99	0.73	0.72	3.50e-17	1.45e-15	(A) Black or African American
TCP11L2	12q23.3	6.00	6.87	1.18	0.96	-0.87	3.54e-17	1.46e-15	(B) White
PCYT2	17q25.3	9.56	9.00	0.74	0.71	0.56	3.55e-17	1.46e-15	(A) Black or African American
MAFK	7p22.3	9.56	8.98	0.78	0.76	0.59	3.80e-17	1.56e-15	(A) Black or African American
EPN1	19q13.42	11.41	10.92	0.64	0.64	0.48	3.85e-17	1.58e-15	(A) Black or African American
PUSL1	1p36.33	8.34	7.67	0.90	0.77	0.67	3.86e-17	1.58e-15	(A) Black or African American
SAPCD1	6p21.33	5.29	4.36	1.25	1.08	0.92	4.07e-17	1.66e-15	(A) Black or African American
RHBDD3	22q12.2	8.85	8.24	0.82	0.77	0.62	4.12e-17	1.68e-15	(A) Black or African American
ZNF791	19p13.13	7.37	8.11	1.03	0.73	-0.75	4.14e-17	1.68e-15	(B) White
MUS81	11q13.1	9.30	8.91	0.52	0.53	0.40	4.21e-17	1.71e-15	(A) Black or African American
LMNB2	19p13.3	10.86	10.30	0.75	0.73	0.56	4.38e-17	1.77e-15	(A) Black or African American
MBD3	19p13.3	10.76	10.15	0.82	0.73	0.61	4.47e-17	1.81e-15	(A) Black or African American
LRFN4	11q13.2	9.25	8.38	1.15	1.11	0.86	4.47e-17	1.81e-15	(A) Black or African American
SAC3D1	11q13.1	8.40	7.73	0.89	0.87	0.67	4.59e-17	1.85e-15	(A) Black or African American
YJEFN3	19p13.11	6.10	5.06	1.38	1.41	1.05	4.73e-17	1.90e-15	(A) Black or African American
ZNF91	19p12	8.60	9.45	1.16	0.96	-0.86	4.77e-17	1.91e-15	(B) White
THOP1	19p13.3	9.84	9.23	0.82	0.71	0.61	4.98e-17	1.99e-15	(A) Black or African American
TTBK2	15q15.2	5.58	6.59	1.38	1.10	-1.01	4.99e-17	2.00e-15	(B) White
TNFRSF4	1p36.33	6.44	5.48	1.29	1.21	0.96	5.20e-17	2.07e-15	(A) Black or African American
HSF1	8q24.3	11.22	10.67	0.73	0.68	0.55	5.28e-17	2.10e-15	(A) Black or African American
HAUS7	Xq28	8.41	7.81	0.82	0.69	0.60	5.39e-17	2.14e-15	(A) Black or African American
TTLL5	14q24.3	8.97	9.37	0.55	0.43	-0.40	5.55e-17	2.20e-15	(B) White
PSMG3	7p22.3	9.66	9.04	0.84	0.72	0.62	5.57e-17	2.20e-15	(A) Black or African American
DXO	6p21.33	8.63	8.14	0.66	0.63	0.49	5.59e-17	2.21e-15	(A) Black or African American
SLC25A19	17q25.1	8.41	7.83	0.78	0.73	0.58	5.61e-17	2.21e-15	(A) Black or African American
UTRN	6q24.2	10.20	10.98	1.07	0.86	-0.78	5.74e-17	2.26e-15	(B) White
