Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
SEC24B	4q25	9.53	9.94	0.77	0.80	-0.40	5.040e-6	3.819e-4	(B) White
ALPK1	4q25	7.11	7.63	1.06	0.97	-0.52	5.088e-6	3.841e-4	(B) White
ABHD16B	20q13.33	6.25	6.68	0.88	0.77	-0.43	5.155e-6	3.876e-4	(B) White
YAF2	12q12	8.02	8.27	0.47	0.48	-0.24	5.179e-6	3.880e-4	(B) White
FARP2	2q37.3	7.52	7.94	0.92	0.73	-0.43	5.255e-6	3.910e-4	(B) White
FBXO46	19q13.32	8.93	8.57	0.75	0.63	0.36	5.265e-6	3.910e-4	(A) Asian
KLHL36	16q24.1	7.56	7.89	0.70	0.58	-0.33	5.277e-6	3.910e-4	(B) White
EVI5	1p22.1	8.58	8.93	0.66	0.68	-0.34	5.343e-6	3.944e-4	(B) White
RPL34-AS1	4q25	0.53	0.93	0.73	0.84	-0.40	5.406e-6	3.976e-4	(B) White
SMARCAD1	4q22.3	8.08	8.50	0.85	0.81	-0.42	5.801e-6	4.241e-4	(B) White
KIAA0513	16q24.1	7.28	7.71	0.86	0.86	-0.44	5.848e-6	4.241e-4	(B) White
SLC25A4	4q35.1	10.02	10.42	0.81	0.72	-0.39	5.850e-6	4.241e-4	(B) White
RWDD4	4q35.1	8.03	8.31	0.55	0.55	-0.28	5.853e-6	4.241e-4	(B) White
UBE2C	20q13.12	8.37	7.53	1.59	1.72	0.84	5.872e-6	4.241e-4	(A) Asian
PUS10	2p16.1-p15	7.67	7.99	0.61	0.65	-0.32	5.935e-6	4.266e-4	(B) White
LNX2	13q12.2	8.77	9.16	0.80	0.73	-0.39	5.949e-6	4.266e-4	(B) White
GLIDR	9p12	5.19	5.73	1.13	0.98	-0.54	6.014e-6	4.291e-4	(B) White
PHOSPHO1	17q21.32	1.61	2.13	1.04	1.02	-0.53	6.027e-6	4.291e-4	(B) White
VPS9D1	16q24.3	8.59	8.92	0.68	0.62	-0.33	6.135e-6	4.353e-4	(B) White
RORA	15q22.2	9.10	9.67	1.08	1.15	-0.57	6.226e-6	4.402e-4	(B) White
PTTG1	5q33.3	8.63	7.83	1.44	1.71	0.80	6.269e-6	4.416e-4	(A) Asian
COX18	4q13.3	8.53	8.83	0.60	0.62	-0.31	6.290e-6	4.416e-4	(B) White
TMEM184C	4q31.23	8.46	8.81	0.66	0.69	-0.34	6.333e-6	4.430e-4	(B) White
TMEM163	2q21.3	2.80	4.09	2.15	2.93	-1.29	6.489e-6	4.514e-4	(B) White
CAPS2	12q21.1-q21.2	3.08	3.68	1.21	1.18	-0.60	6.498e-6	4.514e-4	(B) White
METTL5	2q31.1	9.37	9.10	0.54	0.54	0.27	6.536e-6	4.522e-4	(A) Asian
ZNF778	16q24.3	5.23	5.53	0.64	0.54	-0.30	6.556e-6	4.522e-4	(B) White
TCTN3	10q24.1	9.70	9.92	0.44	0.42	-0.22	6.575e-6	4.522e-4	(B) White
SLC4A4	4q13.3	7.99	9.05	2.14	2.03	-1.06	6.664e-6	4.552e-4	(B) White
CCT3	1q22	13.35	13.04	0.57	0.67	0.31	6.665e-6	4.552e-4	(A) Asian
GPATCH1	19q13.11	8.12	7.88	0.49	0.47	0.24	6.889e-6	4.689e-4	(A) Asian
NUDCD1	8q23.1	8.67	8.29	0.75	0.75	0.38	7.011e-6	4.756e-4	(A) Asian
BMS1P1	10q11.22	5.52	5.94	0.80	0.84	-0.41	7.090e-6	4.793e-4	(B) White
IQCN	19p13.11	5.72	6.43	1.38	1.42	-0.70	7.248e-6	4.883e-4	(B) White
PSMC3IP	17q21.2	6.15	5.42	1.49	1.44	0.74	7.298e-6	4.901e-4	(A) Asian
CNTN3	3p12.3	2.45	3.85	2.63	2.95	-1.40	7.329e-6	4.905e-4	(B) White
ZBTB9	6p21.32	8.08	7.81	0.47	0.62	0.27	7.371e-6	4.917e-4	(A) Asian
PIGZ	3q29	6.77	6.19	1.18	1.12	0.58	7.436e-6	4.944e-4	(A) Asian
YAE1	7p14.1	7.38	7.12	0.51	0.53	0.26	7.461e-6	4.944e-4	(A) Asian
TGOLN2	2p11.2	12.60	12.94	0.71	0.60	-0.33	7.604e-6	5.022e-4	(B) White
MPP5	14q23.3	9.08	9.38	0.61	0.59	-0.30	7.720e-6	5.068e-4	(B) White
NUDT16P1	3q22.1	6.06	7.06	2.10	1.85	-1.00	7.731e-6	5.068e-4	(B) White
RPL14	3p22.1	13.32	12.91	0.86	0.75	0.41	7.759e-6	5.068e-4	(A) Asian
FAT4	4q28.1	6.18	7.04	1.80	1.63	-0.87	7.775e-6	5.068e-4	(B) White
SHLD2P3	10q11.22	6.50	6.88	0.73	0.77	-0.38	7.953e-6	5.168e-4	(B) White
FARSB	2q36.1	9.93	9.67	0.50	0.53	0.26	7.987e-6	5.173e-4	(A) Asian
CDIPTOSP	16p11.2	1.37	0.77	1.37	0.98	0.60	8.017e-6	5.176e-4	(A) Asian
MXD3	5q35.3	8.69	8.28	0.76	0.89	0.41	8.090e-6	5.206e-4	(A) Asian
CYLD	16q12.1	9.38	9.68	0.61	0.57	-0.30	8.169e-6	5.240e-4	(B) White
NDC80	18p11.32	7.55	6.83	1.38	1.51	0.72	8.246e-6	5.273e-4	(A) Asian
UTP18	17q21.33	9.54	9.28	0.49	0.57	0.26	8.334e-6	5.313e-4	(A) Asian
L2HGDH	14q21.3	7.64	8.05	0.81	0.86	-0.42	8.399e-6	5.333e-4	(B) White
TMEM192	4q32.3	9.35	9.75	0.80	0.78	-0.39	8.419e-6	5.333e-4	(B) White
EHBP1	2p15	10.11	10.47	0.69	0.79	-0.37	8.525e-6	5.383e-4	(B) White
PDCD2L	19q13.11	7.65	7.27	0.78	0.71	0.37	8.575e-6	5.397e-4	(A) Asian
FAM182A	20p11.1	0.31	0.77	0.69	1.13	-0.46	8.760e-6	5.471e-4	(B) White
VAT1	17q21.31	12.07	11.65	0.87	0.77	0.41	8.784e-6	5.471e-4	(A) Asian
LRRC37A2	17q21.31	5.67	6.17	1.07	0.92	-0.50	8.800e-6	5.471e-4	(B) White
SNRPB	20p13	12.04	11.68	0.69	0.76	0.36	8.801e-6	5.471e-4	(A) Asian
CDC14C	7p12.3	2.45	3.11	1.30	1.37	-0.66	8.834e-6	5.475e-4	(B) White
SUMO2	17q25.1	11.52	11.29	0.45	0.48	0.23	8.861e-6	5.475e-4	(A) Asian
TAS2R43	12p13.2	0.34	0.13	0.48	0.33	0.21	8.939e-6	5.506e-4	(A) Asian
EEF1G	11q12.3	13.96	13.63	0.70	0.61	0.33	9.108e-6	5.593e-4	(A) Asian
LAPTM4B	8q22.1	11.59	10.87	1.50	1.38	0.72	9.206e-6	5.636e-4	(A) Asian
FLT1	13q12.3	9.47	9.90	0.82	0.94	-0.44	9.240e-6	5.640e-4	(B) White
RPS7	2p25.3	12.98	12.62	0.73	0.72	0.36	9.367e-6	5.700e-4	(A) Asian
SCARNA7	3q25.33	2.21	1.66	1.21	0.99	0.55	9.632e-6	5.825e-4	(A) Asian
IP6K2	3p21.31	10.22	9.95	0.57	0.52	0.27	9.648e-6	5.825e-4	(A) Asian
ZZEF1	17p13.2	9.17	9.49	0.67	0.61	-0.32	9.661e-6	5.825e-4	(B) White
U2AF1	21q22.3	10.70	10.42	0.58	0.55	0.28	9.779e-6	5.879e-4	(A) Asian
RPL23A	17q11.2	12.20	11.78	0.83	0.88	0.42	1.005e-5	6.026e-4	(A) Asian
SUCLA2	13q14.2	8.54	8.85	0.63	0.64	-0.32	1.016e-5	6.071e-4	(B) White
PEPD	19q13.11	11.60	12.02	0.87	0.82	-0.42	1.024e-5	6.094e-4	(B) White
NAA30	14q22.3	8.83	9.08	0.52	0.48	-0.25	1.026e-5	6.094e-4	(B) White
ANXA10	4q32.3	6.62	7.86	2.69	2.27	-1.24	1.031e-5	6.106e-4	(B) White
F11	4q35.2	9.94	10.84	2.04	1.54	-0.90	1.050e-5	6.204e-4	(B) White
NANOS1	10q26.11	7.48	7.11	0.69	0.80	0.37	1.065e-5	6.270e-4	(A) Asian
F8	Xq28	7.73	8.31	1.16	1.16	-0.57	1.088e-5	6.391e-4	(B) White
HERC3	4q22.1	7.63	8.14	1.07	0.99	-0.51	1.094e-5	6.394e-4	(B) White
RAPGEF2	4q32.1	9.34	9.76	0.79	0.89	-0.42	1.095e-5	6.394e-4	(B) White
C17ORF53	17q21.31	6.22	5.61	1.18	1.27	0.60	1.104e-5	6.423e-4	(A) Asian
CACNG4	17q24.2	4.62	3.10	3.42	2.68	1.53	1.111e-5	6.449e-4	(A) Asian
EIF4E	4q23	8.14	8.39	0.50	0.49	-0.24	1.135e-5	6.566e-4	(B) White
PTGDR	14q22.1	2.41	3.01	1.19	1.25	-0.60	1.152e-5	6.633e-4	(B) White
PDSS2	6q21	9.03	9.33	0.56	0.68	-0.31	1.153e-5	6.633e-4	(B) White
SATB1	3p24.3	6.91	7.67	1.68	1.38	-0.76	1.165e-5	6.685e-4	(B) White
CDPF1	22q13.31	8.00	7.68	0.61	0.70	0.32	1.175e-5	6.724e-4	(A) Asian
PPIAL4C	1q21.2	5.31	5.01	0.58	0.64	0.30	1.184e-5	6.752e-4	(A) Asian
SCYL2	12q23.1	8.86	9.29	0.86	0.90	-0.43	1.187e-5	6.752e-4	(B) White
TCF25	16q24.3	10.80	11.08	0.62	0.52	-0.28	1.198e-5	6.784e-4	(B) White
TTLL9	20q11.21	2.55	2.15	0.81	0.84	0.40	1.199e-5	6.784e-4	(A) Asian
UTP23	8q24.11	8.54	8.24	0.63	0.56	0.29	1.208e-5	6.813e-4	(A) Asian
LSM2	6p21.33	9.59	9.24	0.69	0.72	0.34	1.230e-5	6.918e-4	(A) Asian
TYW1	7q11.21	8.96	9.17	0.41	0.43	-0.20	1.234e-5	6.924e-4	(B) White
ANKRD19P	9q22.31	6.55	5.99	1.16	1.10	0.56	1.249e-5	6.986e-4	(A) Asian
RPL37	5p13.1	14.11	13.71	0.80	0.84	0.40	1.259e-5	7.023e-4	(A) Asian
LINC00638	14q32.33	4.22	4.73	1.05	1.06	-0.52	1.302e-5	7.241e-4	(B) White
ATP6V1C1	8q22.3	11.10	10.75	0.75	0.71	0.36	1.307e-5	7.250e-4	(A) Asian
APOA4	11q23.3	6.04	8.11	4.28	4.20	-2.07	1.316e-5	7.267e-4	(B) White
NDUFAF6	8q22.1	8.63	8.22	0.90	0.78	0.41	1.317e-5	7.267e-4	(A) Asian
PPP1R16B	20q11.23	6.41	6.99	1.16	1.23	-0.58	1.329e-5	7.296e-4	(B) White
RSC1A1	1p36.21	7.08	7.62	1.05	1.13	-0.53	1.330e-5	7.296e-4	(B) White
RPS26P11	Xq13.1	0.80	1.16	0.70	0.78	-0.36	1.345e-5	7.344e-4	(B) White
CCDC86	11q12.2	9.47	9.18	0.59	0.59	0.29	1.346e-5	7.344e-4	(A) Asian
FDXR	17q25.1	9.17	9.64	0.97	0.95	-0.47	1.350e-5	7.347e-4	(B) White
ZMYND19	9q34.3	8.65	8.36	0.59	0.60	0.29	1.363e-5	7.397e-4	(A) Asian
NRBF2	10q21.3	9.01	9.27	0.49	0.58	-0.26	1.377e-5	7.451e-4	(B) White
CLEC1A	12p13.2	4.47	4.97	1.03	1.04	-0.51	1.385e-5	7.474e-4	(B) White
PRCC	1q23.1	11.03	10.77	0.50	0.56	0.26	1.412e-5	7.601e-4	(A) Asian
PMS2P2	7q11.23	5.61	6.03	0.84	0.88	-0.42	1.420e-5	7.624e-4	(B) White
RPL15	3p24.2	14.05	13.77	0.59	0.55	0.28	1.449e-5	7.758e-4	(A) Asian
SLC12A4	16q22.1	9.71	10.02	0.67	0.61	-0.31	1.461e-5	7.802e-4	(B) White
EDA2R	Xq12	3.91	4.84	1.94	1.90	-0.93	1.510e-5	8.045e-4	(B) White
ANO7	2q37.3	5.46	4.91	1.09	1.18	0.55	1.537e-5	8.166e-4	(A) Asian
KCTD6	3p14.3	8.27	7.85	0.85	0.90	0.42	1.549e-5	8.204e-4	(A) Asian
TBC1D32	6q22.31	3.34	3.97	1.39	1.14	-0.62	1.556e-5	8.204e-4	(B) White
PCP2	19p13.2	2.42	1.78	1.36	1.25	0.63	1.564e-5	8.204e-4	(A) Asian
HIBADH	7p15.2	10.97	11.39	0.86	0.85	-0.42	1.567e-5	8.204e-4	(B) White
AMFR	16q13	11.71	12.04	0.69	0.67	-0.33	1.567e-5	8.204e-4	(B) White
FAM13A	4q22.1	8.01	8.75	1.44	1.63	-0.74	1.576e-5	8.204e-4	(B) White
DIP2C	10p15.3	8.57	9.23	1.55	1.10	-0.66	1.577e-5	8.204e-4	(B) White
CIDEC	3p25.3	3.99	5.22	2.56	2.52	-1.23	1.577e-5	8.204e-4	(B) White
RPL8	8q24.3	15.28	14.79	0.95	1.09	0.49	1.598e-5	8.293e-4	(A) Asian
DDI2	1p36.21	4.96	5.94	2.08	2.00	-0.99	1.605e-5	8.306e-4	(B) White
TUBGCP5	15q11.2	8.03	8.30	0.56	0.55	-0.27	1.616e-5	8.332e-4	(B) White
NCOA1	2p23.3	9.53	9.80	0.56	0.57	-0.27	1.621e-5	8.332e-4	(B) White
TAF1C	16q24.1	9.06	9.31	0.53	0.51	-0.25	1.623e-5	8.332e-4	(B) White
SLC10A6	4q21.3	1.15	1.69	1.03	1.21	-0.54	1.647e-5	8.438e-4	(B) White
RECQL4	8q24.3	8.76	8.12	1.25	1.44	0.65	1.672e-5	8.544e-4	(A) Asian
EIF3D	22q12.3	12.10	11.83	0.54	0.58	0.27	1.688e-5	8.603e-4	(A) Asian
BRIX1	5p13.2	9.27	9.00	0.57	0.55	0.27	1.693e-5	8.604e-4	(A) Asian
PDXDC1	16p13.11	11.60	11.90	0.65	0.58	-0.30	1.725e-5	8.728e-4	(B) White
PABPC1	8q22.3	14.58	14.14	0.92	0.91	0.44	1.726e-5	8.728e-4	(A) Asian
GPD1	12q13.12	9.29	10.35	2.39	1.97	-1.06	1.733e-5	8.730e-4	(B) White
DOK4	16q21	9.90	10.29	0.81	0.80	-0.39	1.736e-5	8.730e-4	(B) White
PPM1B	2p21	10.06	10.31	0.49	0.56	-0.25	1.739e-5	8.730e-4	(B) White
CPSF2	14q32.12	9.68	9.88	0.42	0.43	-0.21	1.745e-5	8.736e-4	(B) White
TMA7	3p21.31	10.85	10.52	0.72	0.68	0.34	1.755e-5	8.764e-4	(A) Asian
NPIPB5	16p12.2	5.52	6.09	1.30	1.04	-0.57	1.815e-5	9.033e-4	(B) White
FTO	16q12.2	9.09	9.38	0.64	0.58	-0.29	1.817e-5	9.033e-4	(B) White
KRTCAP2	1q22	12.07	11.68	0.81	0.81	0.39	1.844e-5	9.138e-4	(A) Asian
LMNB1	5q23.2	9.32	8.75	1.08	1.28	0.57	1.849e-5	9.138e-4	(A) Asian
MCM6	2q21.3	9.80	9.36	0.92	0.94	0.45	1.852e-5	9.138e-4	(A) Asian
MAP3K9	14q24.2	5.24	5.67	0.87	0.94	-0.43	1.863e-5	9.157e-4	(B) White
PTPN23	3p21.31	10.51	10.28	0.48	0.44	0.22	1.865e-5	9.157e-4	(A) Asian
KIFC1	6p21.32	8.49	7.77	1.37	1.62	0.72	1.877e-5	9.191e-4	(A) Asian
SLC28A1	15q25.3	7.58	8.89	2.95	2.48	-1.31	1.923e-5	9.394e-4	(B) White
CBLN1	16q12.1	4.22	5.21	2.20	1.91	-0.99	1.935e-5	9.413e-4	(B) White
CLEC16A	16p13.13	9.13	9.43	0.65	0.58	-0.30	1.936e-5	9.413e-4	(B) White
METTL6	3p25.1	7.87	7.65	0.45	0.44	0.21	1.947e-5	9.444e-4	(A) Asian
PDLIM5	4q22.3	10.73	11.09	0.71	0.78	-0.36	1.952e-5	9.445e-4	(B) White
DAXX	6p21.32	10.60	10.38	0.46	0.46	0.22	1.985e-5	9.582e-4	(A) Asian
IDH2	15q26.1	12.22	12.64	0.84	0.94	-0.42	1.996e-5	9.611e-4	(B) White
DEDD	1q23.3	10.16	9.96	0.41	0.45	0.20	2.001e-5	9.611e-4	(A) Asian
PNPLA8	7q31.1	9.20	9.52	0.60	0.74	-0.32	2.013e-5	9.642e-4	(B) White
CWC15	11q21	10.06	9.85	0.49	0.37	0.21	2.017e-5	9.642e-4	(A) Asian
RBM34	1q42.3	9.99	9.72	0.57	0.59	0.28	2.050e-5	9.768e-4	(A) Asian
ARHGEF12	11q23.3	11.62	11.97	0.72	0.76	-0.35	2.053e-5	9.768e-4	(B) White
RETNLB	3q13.13	0.09	0.44	0.31	1.02	-0.35	2.108e-5	1.000e-3	(B) White
PCDHB10	5q31.3	3.52	4.27	1.60	1.52	-0.75	2.124e-5	1.006e-3	(B) White
SCAMP5	15q24.2	8.70	7.98	1.60	1.39	0.72	2.149e-5	1.015e-3	(A) Asian
SETD7	4q31.1	10.74	11.13	0.77	0.91	-0.40	2.160e-5	1.018e-3	(B) White
KCNB1	20q13.13	2.92	4.07	2.41	2.44	-1.15	2.188e-5	1.027e-3	(B) White
PDE11A	2q31.2	5.33	6.35	2.28	1.98	-1.02	2.190e-5	1.027e-3	(B) White
LGI1	10q23.33	0.36	0.94	0.80	1.54	-0.58	2.197e-5	1.027e-3	(B) White
RPS4Y1	Yp11.2	9.04	6.69	4.62	5.28	2.35	2.199e-5	1.027e-3	(A) Asian
CYP2D7	22q13.2	9.05	7.99	2.36	2.08	1.06	2.215e-5	1.032e-3	(A) Asian
SPSB2	12p13.31	7.97	7.57	0.73	0.94	0.40	2.252e-5	1.047e-3	(A) Asian
TET2	4q24	7.32	7.69	0.77	0.80	-0.37	2.282e-5	1.057e-3	(B) White
PSMG1	21q22.2	9.20	8.92	0.61	0.58	0.28	2.288e-5	1.057e-3	(A) Asian
SPNS2	17p13.2	7.38	8.08	1.42	1.53	-0.70	2.290e-5	1.057e-3	(B) White
SNX19	11q24.3-q25	9.97	10.35	0.88	0.72	-0.38	2.320e-5	1.069e-3	(B) White
NHP2	5q35.3	11.01	10.69	0.68	0.69	0.32	2.359e-5	1.084e-3	(A) Asian
SMG1P1	16p12.2	2.64	3.49	1.77	1.80	-0.85	2.368e-5	1.086e-3	(B) White
UGT2B28	4q13.2	3.81	4.78	2.20	1.87	-0.97	2.393e-5	1.094e-3	(B) White
MMRN1	4q22.1	5.17	5.90	1.51	1.59	-0.73	2.397e-5	1.094e-3	(B) White
LDB3	10q23.2	3.07	3.64	1.22	1.20	-0.57	2.402e-5	1.094e-3	(B) White
PMF1	1q22	10.84	10.52	0.65	0.70	0.32	2.429e-5	1.103e-3	(A) Asian
AATF	17q12	10.58	10.35	0.46	0.51	0.23	2.451e-5	1.111e-3	(A) Asian
CYP4B1	1p33	0.81	1.35	0.96	1.31	-0.54	2.471e-5	1.117e-3	(B) White
EIF3E	8q23.1	12.65	12.24	0.87	0.83	0.40	2.491e-5	1.124e-3	(A) Asian
PDE1C	7p14.3	1.17	1.79	0.98	1.61	-0.62	2.504e-5	1.127e-3	(B) White
ATXN7L1	7q22.3	6.97	7.37	0.89	0.80	-0.40	2.526e-5	1.135e-3	(B) White
SYNJ2BP	14q24.2	9.89	10.15	0.53	0.59	-0.26	2.540e-5	1.138e-3	(B) White
CCL4L1	17q12	5.98	5.23	1.65	1.53	0.75	2.556e-5	1.143e-3	(A) Asian
LONP2	16q12.1	10.56	11.00	0.93	0.94	-0.44	2.572e-5	1.148e-3	(B) White
PUF60	8q24.3	12.51	12.17	0.70	0.76	0.34	2.578e-5	1.148e-3	(A) Asian
APOLD1	12p13.1	8.78	9.33	1.07	1.25	-0.55	2.589e-5	1.150e-3	(B) White
MCTP2	15q26.2	4.33	5.39	2.26	2.22	-1.06	2.614e-5	1.156e-3	(B) White
JMJD6	17q25.1	9.36	9.06	0.59	0.67	0.30	2.614e-5	1.156e-3	(A) Asian
SUCLG2	3p14.1	11.21	11.60	0.87	0.78	-0.39	2.626e-5	1.158e-3	(B) White
PCDHB6	5q31.3	2.71	3.44	1.58	1.55	-0.74	2.631e-5	1.158e-3	(B) White
FLVCR1	1q32.3	7.30	6.80	1.03	1.08	0.50	2.645e-5	1.162e-3	(A) Asian
TRIP13	5p15.33	6.97	6.26	1.55	1.46	0.71	2.657e-5	1.164e-3	(A) Asian
AGBL4	1p33	0.90	1.52	1.16	1.49	-0.62	2.661e-5	1.164e-3	(B) White
ACAD8	11q25	9.11	9.39	0.57	0.63	-0.28	2.677e-5	1.168e-3	(B) White
NUDT2	9p13.3	9.05	8.69	0.76	0.77	0.36	2.708e-5	1.179e-3	(A) Asian
B4GALT2	1p34.1	10.23	9.93	0.65	0.62	0.30	2.752e-5	1.194e-3	(A) Asian
ZNF707	8q24.3	7.84	7.55	0.63	0.64	0.30	2.753e-5	1.194e-3	(A) Asian
AKAP3	12p13.32	2.87	3.54	1.49	1.37	-0.67	2.773e-5	1.196e-3	(B) White
RNASEH2A	19p13.13	9.12	8.69	0.89	0.98	0.44	2.775e-5	1.196e-3	(A) Asian
PCSK4	19p13.3	5.80	6.33	1.21	1.02	-0.53	2.776e-5	1.196e-3	(B) White
PCDHB19P	5q31.3	1.07	1.55	0.97	1.08	-0.48	2.785e-5	1.197e-3	(B) White
CIPC	14q24.3	8.41	8.74	0.69	0.72	-0.33	2.809e-5	1.205e-3	(B) White
RPP38	10p13	8.43	8.24	0.42	0.39	0.19	2.825e-5	1.209e-3	(A) Asian
PCDHB15	5q31.3	3.63	4.33	1.50	1.51	-0.71	2.834e-5	1.209e-3	(B) White
EPM2A	6q24.3	6.71	7.07	0.73	0.79	-0.35	2.837e-5	1.209e-3	(B) White
RPSA	3p22.1	12.63	12.23	0.85	0.85	0.40	2.869e-5	1.221e-3	(A) Asian
ZNF787	19q13.43	10.50	10.20	0.64	0.63	0.30	2.877e-5	1.221e-3	(A) Asian
SETD9	5q11.2	6.84	7.26	0.94	0.84	-0.42	2.903e-5	1.226e-3	(B) White
DPH6	15q14	6.98	6.68	0.60	0.66	0.29	2.907e-5	1.226e-3	(A) Asian
TMEM183A	1q32.1	10.50	10.27	0.49	0.49	0.23	2.909e-5	1.226e-3	(A) Asian
TPM3	1q21.3	12.79	12.56	0.51	0.46	0.23	2.917e-5	1.226e-3	(A) Asian
RPL35A	3q29	13.09	12.73	0.76	0.75	0.36	2.919e-5	1.226e-3	(A) Asian
ZEB1	10p11.22	8.52	8.89	0.78	0.78	-0.37	2.932e-5	1.228e-3	(B) White
C19ORF71	19p13.3	2.30	2.81	1.12	1.06	-0.51	2.941e-5	1.228e-3	(B) White
RBM10	Xp11.3	10.66	10.49	0.35	0.37	0.17	2.946e-5	1.228e-3	(A) Asian
NAAA	4q21.1	8.34	8.83	1.08	1.01	-0.49	2.950e-5	1.228e-3	(B) White
USO1	4q21.1	10.61	10.92	0.66	0.67	-0.31	2.959e-5	1.228e-3	(B) White
FBXO39	17p13.1	2.02	2.61	1.19	1.31	-0.58	2.959e-5	1.228e-3	(B) White
SNAPIN	1q21.3	9.71	9.49	0.44	0.48	0.21	2.978e-5	1.233e-3	(A) Asian
PCDHB4	5q31.3	3.57	4.27	1.51	1.49	-0.70	2.993e-5	1.237e-3	(B) White
PITPNM2	12q24.31	9.04	9.48	0.90	1.00	-0.44	3.006e-5	1.239e-3	(B) White
BNIP1	5q35.1	7.92	7.63	0.64	0.62	0.29	3.031e-5	1.247e-3	(A) Asian
RPS16	19q13.2	14.15	13.78	0.82	0.75	0.37	3.070e-5	1.260e-3	(A) Asian
SNRPG	2p13.3	9.89	9.63	0.54	0.54	0.25	3.083e-5	1.263e-3	(A) Asian
DCTD	4q35.1	10.16	10.44	0.63	0.55	-0.28	3.177e-5	1.299e-3	(B) White
PPA2	4q24	9.85	10.15	0.65	0.64	-0.30	3.185e-5	1.300e-3	(B) White
MSI1	12q24.31	6.01	4.60	3.09	2.98	1.42	3.192e-5	1.300e-3	(A) Asian
GHR	5p13.1-p12	9.17	9.98	1.77	1.72	-0.81	3.223e-5	1.308e-3	(B) White
MRPL20	1p36.33	10.90	10.59	0.73	0.58	0.31	3.225e-5	1.308e-3	(A) Asian
BCAR1	16q23.1	10.25	10.57	0.71	0.65	-0.32	3.232e-5	1.308e-3	(B) White
LY6E-DT	8q24.3	2.09	1.31	1.94	1.35	0.79	3.270e-5	1.321e-3	(A) Asian
SNORA50C	17q23.3	0.81	0.41	0.96	0.71	0.40	3.287e-5	1.325e-3	(A) Asian
FNDC3A	13q14.2	10.37	10.79	0.83	0.98	-0.42	3.333e-5	1.341e-3	(B) White
GBE1	3p12.2	10.08	10.55	1.04	0.97	-0.47	3.409e-5	1.369e-3	(B) White
BID	22q11.21	10.38	10.02	0.76	0.81	0.36	3.442e-5	1.380e-3	(A) Asian
DRAP1	11q13.1	11.05	10.77	0.55	0.62	0.27	3.454e-5	1.381e-3	(A) Asian
NCAPG	4p15.31	8.31	7.65	1.33	1.52	0.66	3.527e-5	1.408e-3	(A) Asian
DLG2	11q14.1	3.63	4.36	1.59	1.54	-0.73	3.544e-5	1.412e-3	(B) White
SPC25	2q24.3	6.26	5.60	1.35	1.55	0.67	3.550e-5	1.412e-3	(A) Asian
CDC37L1	9p24.1	8.84	9.19	0.71	0.81	-0.35	3.610e-5	1.432e-3	(B) White
LSM12	17q21.31	10.04	9.84	0.44	0.40	0.20	3.640e-5	1.440e-3	(A) Asian
ZMAT5	22q12.2	9.29	9.00	0.63	0.64	0.29	3.649e-5	1.440e-3	(A) Asian
ZNF682	19p12	5.78	5.02	1.55	1.76	0.77	3.651e-5	1.440e-3	(A) Asian
SESN3	11q21	3.78	4.60	1.80	1.73	-0.82	3.670e-5	1.445e-3	(B) White
RPIA	2p11.2	8.21	7.97	0.57	0.49	0.25	3.710e-5	1.458e-3	(A) Asian
MXRA7	17q25.1	10.01	9.49	1.14	1.10	0.52	3.732e-5	1.464e-3	(A) Asian
ARL2BP	16q13	9.82	10.07	0.55	0.55	-0.25	3.756e-5	1.470e-3	(B) White
HSF1	8q24.3	11.32	10.98	0.72	0.76	0.34	3.779e-5	1.476e-3	(A) Asian
SMARCA2	9p24.3	10.01	10.49	1.11	0.98	-0.48	3.861e-5	1.503e-3	(B) White
OGFOD1	16q13	9.19	9.40	0.49	0.44	-0.21	3.863e-5	1.503e-3	(B) White
RFC4	3q27.3	8.71	8.31	0.84	0.91	0.40	3.884e-5	1.503e-3	(A) Asian
NMRK1	9q21.13	8.70	9.04	0.75	0.71	-0.34	3.890e-5	1.503e-3	(B) White
CDCA7	2q31.1	5.62	4.50	2.61	2.19	1.12	3.892e-5	1.503e-3	(A) Asian
CDCA3	12p13.31	7.34	6.68	1.37	1.50	0.66	3.894e-5	1.503e-3	(A) Asian
WDR70	5p13.2	8.93	8.72	0.47	0.47	0.22	3.901e-5	1.503e-3	(A) Asian
SP8	7p21.1	1.71	0.79	2.35	1.51	0.92	3.914e-5	1.503e-3	(A) Asian
TLR2	4q31.3	6.30	7.03	1.54	1.66	-0.73	3.915e-5	1.503e-3	(B) White
NUF2	1q23.3	7.18	6.41	1.57	1.78	0.77	3.939e-5	1.507e-3	(A) Asian
ROGDI	16p13.3	9.07	9.41	0.78	0.73	-0.35	3.945e-5	1.507e-3	(B) White
COMMD5	8q24.3	9.89	9.56	0.68	0.73	0.32	3.951e-5	1.507e-3	(A) Asian
PHF5A	22q13.2	9.08	8.86	0.50	0.46	0.22	3.968e-5	1.507e-3	(A) Asian
GNL3	3p21.1	10.66	10.39	0.61	0.54	0.27	3.971e-5	1.507e-3	(A) Asian
E2F1	20q11.22	8.91	8.22	1.45	1.53	0.68	3.975e-5	1.507e-3	(A) Asian
TLCD1	17q11.2	8.38	7.88	1.14	1.02	0.50	3.985e-5	1.507e-3	(A) Asian
